"year","county","make","model","fuel_type","sales"
2023,"Solano","Hyundai","IONIQ 5","Electric",61
2023,"Solano","Hyundai","IONIQ 6","Electric",16
2023,"Solano","Hyundai","KONA Electric","Electric",19
2023,"Solano","Hyundai","NEXO","Hydrogen",1
2023,"Solano","Hyundai","SANTA FE Plug-In Hybrid","PHEV",9
2023,"Solano","Hyundai","TUCSON Plug-in Hybrid","PHEV",9
2023,"Solano","Jeep","Grand Cherokee","PHEV",22
2023,"Solano","Jeep","Wrangler","PHEV",68
2023,"Solano","Jeep","Wrangler Unlimited","PHEV",2
2023,"Solano","Kia","EV6","Electric",35
2023,"Solano","Kia","Niro EV","Electric",5
2023,"Solano","Kia","Niro Plug-In Hybrid","PHEV",12
2023,"Solano","Kia","Sorento Plug-In Hybrid","PHEV",8
2023,"Solano","Kia","Sportage Plug-In Hybrid","PHEV",16
2023,"Solano","Lexus","NX 450h+","PHEV",17
2023,"Solano","Lexus","RX 450h+","PHEV",4
2023,"Solano","Lexus","RZ 450e","Electric",15
2023,"Solano","Lincoln","Aviator","PHEV",2
2023,"Solano","Lincoln","Corsair","PHEV",2
2023,"Solano","Lucid","Air","Electric",6
2023,"Solano","MINI","Countryman Plug-in Hybrid","PHEV",1
2023,"Solano","MINI","Hardtop 2 Door","Electric",7
2023,"Solano","Mazda","CX-90 PHEV","PHEV",18
2023,"Solano","Mazda","MX-30 EV","Electric",2
2023,"Solano","Mercedes-Benz","EQB","Electric",39
2023,"Solano","Mercedes-Benz","EQE","Electric",34
2023,"Solano","Mercedes-Benz","EQS","Electric",27
2023,"Solano","Mercedes-Benz","GLE","PHEV",2
2023,"Solano","Mitsubishi","Outlander PHEV","PHEV",5
2023,"Solano","Nissan","Ariya","Electric",45
2023,"Solano","Nissan","LEAF","Electric",17
2023,"Solano","Polestar","2","Electric",3
2023,"Solano","Porsche","Taycan","Electric",7
2023,"Solano","Rivian","R1S","Electric",33
2023,"Solano","Rivian","R1T","Electric",7
2023,"Solano","Subaru","Crosstrek","PHEV",3
2023,"Solano","Tesla","Model 3","Electric",714
2023,"Solano","Tesla","Model S","Electric",28
2023,"Solano","Tesla","Model X","Electric",55
2023,"Solano","Tesla","Model Y","Electric",1078
2023,"Solano","Toyota","Mirai","Hydrogen",11
2023,"Solano","Toyota","Prius Prime","PHEV",35
2023,"Solano","Toyota","RAV4 Prime","PHEV",53
2023,"Solano","Toyota/Subaru","bZ4X/Solterra","Electric",64
2023,"Solano","VinFast","VF8","Electric",3
2023,"Solano","Volkswagen","ID.4","Electric",135
2023,"Solano","Volvo","C40 Recharge","Electric",7
2023,"Solano","Volvo","S60 Recharge","PHEV",3
2023,"Solano","Volvo","V60 Recharge","PHEV",1
2023,"Solano","Volvo","XC40 Recharge","Electric",2
2023,"Solano","Volvo","XC60 Recharge","PHEV",1
2023,"Solano","Volvo","XC90 Recharge","PHEV",7
2023,"Sonoma","Alfa Romeo","Tonale","PHEV",1
2023,"Sonoma","Audi","Q4 e-tron","Electric",23
2023,"Sonoma","Audi","Q4 e-tron Sportback","Electric",6
2023,"Sonoma","Audi","Q5","PHEV",10
2023,"Sonoma","Audi","Q8 e-tron","Electric",13
2023,"Sonoma","Audi","Q8 e-tron Sportback","Electric",4
2023,"Sonoma","Audi","RS e-tron GT","Electric",2
2023,"Sonoma","Audi","e-tron","Electric",6
2023,"Sonoma","Audi","e-tron GT","Electric",2
2023,"Sonoma","Audi","e-tron Sportback","Electric",3
2023,"Sonoma","BMW","3 Series","PHEV",6
2023,"Sonoma","BMW","5 Series","PHEV",6
2023,"Sonoma","BMW","X5","PHEV",63
2023,"Sonoma","BMW","i4","Electric",85
2023,"Sonoma","BMW","i5","Electric",3
2023,"Sonoma","BMW","i7","Electric",5
2023,"Sonoma","BMW","iX","Electric",50
2023,"Sonoma","Cadillac","LYRIQ","Electric",13
2023,"Sonoma","Chevrolet","Blazer EV","Electric",1
2023,"Sonoma","Chevrolet","Bolt EUV","Electric",193
2023,"Sonoma","Chevrolet","Bolt EV","Electric",112
2023,"Sonoma","Chrysler","Pacifica Hybrid","PHEV",2
2023,"Sonoma","Chrysler","Pacifica Plug-In Hybrid","PHEV",15
2023,"Sonoma","Dodge","Hornet","PHEV",1
2023,"Sonoma","Ferrari","SF90 Spider","PHEV",1
2023,"Sonoma","Fisker","Ocean","Electric",11
2023,"Sonoma","Ford","E-Transit","Electric",17
2023,"Sonoma","Ford","Escape Plug-In Hybrid","PHEV",4
2023,"Sonoma","Ford","F-150 Lightning","Electric",103
2023,"Sonoma","Ford","Mustang Mach-E","Electric",122
2023,"Sonoma","Genesis","Electrified G80","Electric",1
2023,"Sonoma","Genesis","Electrified GV70","Electric",5
2023,"Sonoma","Genesis","GV60","Electric",21
2023,"Sonoma","Hyundai","IONIQ 5","Electric",137
2023,"Sonoma","Hyundai","IONIQ 6","Electric",44
2023,"Sonoma","Hyundai","KONA Electric","Electric",30
2023,"Sonoma","Hyundai","SANTA FE Plug-In Hybrid","PHEV",18
2023,"Sonoma","Hyundai","TUCSON Plug-in Hybrid","PHEV",36
2023,"Sonoma","Jaguar","I-PACE","Electric",1
2023,"Sonoma","Jeep","Grand Cherokee","PHEV",33
2023,"Sonoma","Jeep","Wrangler","PHEV",42
2023,"Sonoma","Jeep","Wrangler Unlimited","PHEV",2
2023,"Sonoma","Kia","EV6","Electric",44
2023,"Sonoma","Kia","Niro EV","Electric",31
2023,"Sonoma","Kia","Niro Plug-In Hybrid","PHEV",8
2023,"Sonoma","Kia","Sorento Plug-In Hybrid","PHEV",9
2023,"Sonoma","Kia","Sportage Plug-In Hybrid","PHEV",14
2023,"Sonoma","Land Rover","Range Rover Sport","PHEV",1
2023,"Sonoma","Lexus","NX 450h+","PHEV",17
2023,"Sonoma","Lexus","RX 450h+","PHEV",1
2023,"Sonoma","Lexus","RZ 450e","Electric",15
2023,"Sonoma","Lincoln","Aviator","PHEV",5
2023,"Sonoma","Lincoln","Corsair","PHEV",1
2023,"Sonoma","Lucid","Air","Electric",5
2023,"Sonoma","MINI","Countryman Plug-in Hybrid","PHEV",3
2023,"Sonoma","MINI","Hardtop 2 Door","Electric",10
2023,"Sonoma","Mazda","CX-90 PHEV","PHEV",3
2023,"Sonoma","Mercedes-Benz","EQB","Electric",18
2023,"Sonoma","Mercedes-Benz","EQE","Electric",31
2023,"Sonoma","Mercedes-Benz","EQS","Electric",20
2023,"Sonoma","Mercedes-Benz","GLE","PHEV",5
2023,"Sonoma","Mitsubishi","Outlander PHEV","PHEV",9
2023,"Sonoma","Nissan","Ariya","Electric",41
2023,"Sonoma","Nissan","LEAF","Electric",37
2023,"Sonoma","Polestar","2","Electric",17
2023,"Sonoma","Porsche","Cayenne","PHEV",2
2023,"Sonoma","Porsche","Taycan","Electric",8
2023,"Sonoma","Rivian","R1S","Electric",96
2023,"Sonoma","Rivian","R1T","Electric",70
2023,"Sonoma","Subaru","Crosstrek","PHEV",15
2023,"Sonoma","Tesla","Model 3","Electric",536
2023,"Sonoma","Tesla","Model S","Electric",35
2023,"Sonoma","Tesla","Model X","Electric",46
2023,"Sonoma","Tesla","Model Y","Electric",955
2023,"Sonoma","Toyota","Mirai","Hydrogen",3
2023,"Sonoma","Toyota","Prius Prime","PHEV",53
2023,"Sonoma","Toyota","RAV4 Prime","PHEV",115
2023,"Sonoma","Toyota/Subaru","bZ4X/Solterra","Electric",87
2023,"Sonoma","VinFast","VF8","Electric",2
2023,"Sonoma","Volkswagen","ID.4","Electric",285
2023,"Sonoma","Volvo","C40 Recharge","Electric",17
2023,"Sonoma","Volvo","S60 Recharge","PHEV",3
2023,"Sonoma","Volvo","V60 Recharge","PHEV",1
2023,"Sonoma","Volvo","XC40 Recharge","Electric",22
2023,"Sonoma","Volvo","XC60 Recharge","PHEV",23
2023,"Sonoma","Volvo","XC90 Recharge","PHEV",32
2023,"Stanislaus","Alfa Romeo","Tonale","PHEV",1
2023,"Stanislaus","Audi","Q4 e-tron","Electric",6
2023,"Stanislaus","Audi","Q4 e-tron Sportback","Electric",2
2023,"Stanislaus","Audi","Q8 e-tron Sportback","Electric",1
2023,"Stanislaus","Audi","RS e-tron GT","Electric",1
2023,"Stanislaus","Audi","e-tron","Electric",3
2023,"Stanislaus","Audi","e-tron GT","Electric",1
2023,"Stanislaus","Audi","e-tron Sportback","Electric",2
2023,"Stanislaus","BMW","3 Series","PHEV",5
2023,"Stanislaus","BMW","5 Series","PHEV",8
2023,"Stanislaus","BMW","X5","PHEV",27
2023,"Stanislaus","BMW","XM","PHEV",2
2023,"Stanislaus","BMW","i4","Electric",32
2023,"Stanislaus","BMW","iX","Electric",18
2023,"Stanislaus","Cadillac","LYRIQ","Electric",11
2023,"Stanislaus","Chevrolet","Bolt EUV","Electric",65
2023,"Stanislaus","Chevrolet","Bolt EV","Electric",23
2023,"Stanislaus","Chrysler","Pacifica Hybrid","PHEV",7
2023,"Stanislaus","Chrysler","Pacifica Plug-In Hybrid","PHEV",9
2023,"Stanislaus","Fisker","Ocean","Electric",4
2023,"Stanislaus","Ford","E-Transit","Electric",5
2023,"Stanislaus","Ford","Escape Plug-In Hybrid","PHEV",4
2023,"Stanislaus","Ford","F-150 Lightning","Electric",46
2023,"Stanislaus","Ford","Mustang Mach-E","Electric",61
2023,"Stanislaus","GMC","HUMMER EV","Electric",2
2023,"Stanislaus","Genesis","GV60","Electric",1
2023,"Stanislaus","Hyundai","IONIQ 5","Electric",33
2023,"Stanislaus","Hyundai","IONIQ 6","Electric",19
2023,"Stanislaus","Hyundai","KONA Electric","Electric",11
2023,"Stanislaus","Hyundai","SANTA FE Plug-In Hybrid","PHEV",10
2023,"Stanislaus","Hyundai","TUCSON Plug-in Hybrid","PHEV",10
2023,"Stanislaus","Jeep","Grand Cherokee","PHEV",23
2023,"Stanislaus","Jeep","Wrangler","PHEV",65
2023,"Stanislaus","Kia","EV6","Electric",24
2023,"Stanislaus","Kia","EV9","Electric",2
2023,"Stanislaus","Kia","Niro EV","Electric",9
2023,"Stanislaus","Kia","Niro Plug-In Hybrid","PHEV",6
2023,"Stanislaus","Kia","Sorento Plug-In Hybrid","PHEV",14
2023,"Stanislaus","Kia","Sportage Plug-In Hybrid","PHEV",15
2023,"Stanislaus","Lexus","NX 450h+","PHEV",17
2023,"Stanislaus","Lexus","RX 450h+","PHEV",4
2023,"Stanislaus","Lexus","RZ 450e","Electric",17
2023,"Stanislaus","Lincoln","Aviator","PHEV",2
2023,"Stanislaus","Lincoln","Corsair","PHEV",1
2023,"Stanislaus","Lucid","Air","Electric",3
2023,"Stanislaus","MINI","Hardtop 2 Door","Electric",1
2023,"Stanislaus","Mazda","CX-90 PHEV","PHEV",13
2023,"Stanislaus","McLaren","Artura","PHEV",1
2023,"Stanislaus","Mercedes-Benz","EQB","Electric",12
2023,"Stanislaus","Mercedes-Benz","EQE","Electric",12
2023,"Stanislaus","Mercedes-Benz","EQS","Electric",13
2023,"Stanislaus","Mercedes-Benz","GLE","PHEV",4
2023,"Stanislaus","Mercedes-Benz","S-Class","PHEV",1
2023,"Stanislaus","Mitsubishi","Outlander PHEV","PHEV",2
2023,"Stanislaus","Nissan","Ariya","Electric",12
2023,"Stanislaus","Nissan","LEAF","Electric",3
2023,"Stanislaus","Polestar","2","Electric",1
2023,"Stanislaus","Porsche","Taycan","Electric",2
2023,"Stanislaus","Rivian","R1S","Electric",22
2023,"Stanislaus","Rivian","R1T","Electric",10
2023,"Stanislaus","Subaru","Crosstrek","PHEV",3
2023,"Stanislaus","Tesla","Model 3","Electric",477
2023,"Stanislaus","Tesla","Model S","Electric",16
2023,"Stanislaus","Tesla","Model X","Electric",36
2023,"Stanislaus","Tesla","Model Y","Electric",587
2023,"Stanislaus","Toyota","Mirai","Hydrogen",2
2023,"Stanislaus","Toyota","Prius Prime","PHEV",18
2023,"Stanislaus","Toyota","RAV4 Prime","PHEV",31
2023,"Stanislaus","Toyota/Subaru","bZ4X/Solterra","Electric",49
2023,"Stanislaus","Volkswagen","ID.4","Electric",61
2023,"Stanislaus","Volvo","C40 Recharge","Electric",2
2023,"Stanislaus","Volvo","XC40 Recharge","Electric",2
2023,"Stanislaus","Volvo","XC60 Recharge","PHEV",2
2023,"Stanislaus","Volvo","XC90 Recharge","PHEV",3
2023,"Sutter","Audi","Q4 e-tron","Electric",4
2023,"Sutter","Audi","Q4 e-tron Sportback","Electric",1
2023,"Sutter","Audi","Q8 e-tron","Electric",1
2023,"Sutter","BMW","3 Series","PHEV",2
2023,"Sutter","BMW","5 Series","PHEV",1
2023,"Sutter","BMW","i4","Electric",9
2023,"Sutter","BMW","iX","Electric",1
2023,"Sutter","Cadillac","LYRIQ","Electric",1
2023,"Sutter","Chevrolet","Bolt EUV","Electric",4
2023,"Sutter","Chrysler","Pacifica Plug-In Hybrid","PHEV",1
2023,"Sutter","Fisker","Ocean","Electric",1
2023,"Sutter","Ford","E-Transit","Electric",1
2023,"Sutter","Ford","Escape Plug-In Hybrid","PHEV",1
2023,"Sutter","Ford","F-150 Lightning","Electric",11
2023,"Sutter","Ford","Mustang Mach-E","Electric",5
2023,"Sutter","Hyundai","IONIQ 5","Electric",3
2023,"Sutter","Hyundai","IONIQ 6","Electric",1
2023,"Sutter","Hyundai","KONA Electric","Electric",1
2023,"Sutter","Hyundai","TUCSON Plug-in Hybrid","PHEV",1
2023,"Sutter","Jeep","Grand Cherokee","PHEV",5
2023,"Sutter","Jeep","Wrangler","PHEV",14
2023,"Sutter","Kia","EV6","Electric",4
2023,"Sutter","Kia","Niro EV","Electric",1
2023,"Sutter","Kia","Sorento Plug-In Hybrid","PHEV",1
2023,"Sutter","Kia","Sportage Plug-In Hybrid","PHEV",5
2023,"Sutter","Lexus","NX 450h+","PHEV",5
2023,"Sutter","Lincoln","Aviator","PHEV",1
2023,"Sutter","MINI","Hardtop 2 Door","Electric",1
2023,"Sutter","Mazda","CX-90 PHEV","PHEV",2
2023,"Sutter","Mercedes-Benz","EQB","Electric",3
2023,"Sutter","Mercedes-Benz","EQS","Electric",2
2023,"Sutter","Mercedes-Benz","GLE","PHEV",1
2023,"Sutter","Mitsubishi","Outlander PHEV","PHEV",1
2023,"Sutter","Nissan","Ariya","Electric",1
2023,"Sutter","Porsche","Taycan","Electric",4
2023,"Sutter","Rivian","R1S","Electric",3
2023,"Sutter","Rivian","R1T","Electric",2
2023,"Sutter","Tesla","Model 3","Electric",65
2023,"Sutter","Tesla","Model S","Electric",3
2023,"Sutter","Tesla","Model X","Electric",10
2023,"Sutter","Tesla","Model Y","Electric",109
2023,"Sutter","Toyota","Prius Prime","PHEV",2
2023,"Sutter","Toyota","RAV4 Prime","PHEV",5
2023,"Sutter","Toyota/Subaru","bZ4X/Solterra","Electric",4
2023,"Sutter","Volkswagen","ID.4","Electric",3
2023,"Sutter","Volvo","XC60 Recharge","PHEV",1
2023,"Tehama","Chevrolet","Bolt EUV","Electric",1
2023,"Tehama","Chevrolet","Bolt EV","Electric",3
2023,"Tehama","Chrysler","Pacifica Plug-In Hybrid","PHEV",1
2023,"Tehama","Ford","E-Transit","Electric",1
2023,"Tehama","Ford","Escape Plug-In Hybrid","PHEV",1
2023,"Tehama","Ford","F-150 Lightning","Electric",4
2023,"Tehama","Ford","Mustang Mach-E","Electric",1
2023,"Tehama","Hyundai","SANTA FE Plug-In Hybrid","PHEV",3
2023,"Tehama","Hyundai","TUCSON Plug-in Hybrid","PHEV",1
2023,"Tehama","Jeep","Grand Cherokee","PHEV",2
2023,"Tehama","Jeep","Wrangler","PHEV",1
2023,"Tehama","Kia","EV6","Electric",5
2023,"Tehama","Kia","Niro EV","Electric",2
2023,"Tehama","Kia","Niro Plug-In Hybrid","PHEV",3
2023,"Tehama","Kia","Sorento Plug-In Hybrid","PHEV",1
2023,"Tehama","Kia","Sportage Plug-In Hybrid","PHEV",2
2023,"Tehama","Lucid","Air","Electric",1
2023,"Tehama","Mazda","CX-90 PHEV","PHEV",1
2023,"Tehama","Mitsubishi","Outlander PHEV","PHEV",1
2023,"Tehama","Nissan","LEAF","Electric",1
2023,"Tehama","Porsche","Taycan","Electric",1
2023,"Tehama","Rivian","R1S","Electric",2
2023,"Tehama","Rivian","R1T","Electric",1
2023,"Tehama","Tesla","Model 3","Electric",33
2023,"Tehama","Tesla","Model S","Electric",2
2023,"Tehama","Tesla","Model X","Electric",3
2023,"Tehama","Tesla","Model Y","Electric",25
2023,"Tehama","Toyota","Prius Prime","PHEV",1
2023,"Tehama","Toyota","RAV4 Prime","PHEV",3
2023,"Tehama","Toyota/Subaru","bZ4X/Solterra","Electric",1
2023,"Tehama","Volkswagen","ID.4","Electric",1
2023,"Trinity","Chevrolet","Bolt EV","Electric",3
2023,"Trinity","Hyundai","KONA Electric","Electric",1
2023,"Trinity","Jeep","Wrangler","PHEV",1
2023,"Trinity","Kia","EV6","Electric",1
2023,"Trinity","Kia","Sportage Plug-In Hybrid","PHEV",1
2023,"Trinity","Mitsubishi","Outlander PHEV","PHEV",1
2023,"Trinity","Rivian","R1T","Electric",1
2023,"Trinity","Tesla","Model 3","Electric",1
2023,"Trinity","Tesla","Model Y","Electric",4
2023,"Trinity","Toyota","RAV4 Prime","PHEV",1
2023,"Trinity","Toyota/Subaru","bZ4X/Solterra","Electric",1
2023,"Tulare","Audi","Q4 e-tron","Electric",3
2023,"Tulare","Audi","Q5","PHEV",1
2023,"Tulare","Audi","e-tron GT","Electric",2
2023,"Tulare","BMW","3 Series","PHEV",5
2023,"Tulare","BMW","5 Series","PHEV",4
2023,"Tulare","BMW","X5","PHEV",10
2023,"Tulare","BMW","i4","Electric",23
2023,"Tulare","BMW","i5","Electric",1
2023,"Tulare","BMW","iX","Electric",12
2023,"Tulare","Cadillac","LYRIQ","Electric",7
2023,"Tulare","Chevrolet","Blazer EV","Electric",1
2023,"Tulare","Chevrolet","Bolt EUV","Electric",22
2023,"Tulare","Chevrolet","Bolt EV","Electric",8
2023,"Tulare","Chrysler","Pacifica Hybrid","PHEV",2
2023,"Tulare","Chrysler","Pacifica Plug-In Hybrid","PHEV",3
2023,"Tulare","Fisker","Ocean","Electric",2
2023,"Tulare","Ford","E-Transit","Electric",1
2023,"Tulare","Ford","Escape Plug-In Hybrid","PHEV",2
2023,"Tulare","Ford","F-150 Lightning","Electric",17
2023,"Tulare","Ford","Mustang Mach-E","Electric",32
2023,"Tulare","Genesis","GV60","Electric",1
2023,"Tulare","Hyundai","IONIQ 5","Electric",23
2023,"Tulare","Hyundai","IONIQ 6","Electric",15
2023,"Tulare","Hyundai","KONA Electric","Electric",13
2023,"Tulare","Hyundai","SANTA FE Plug-In Hybrid","PHEV",7
2023,"Tulare","Hyundai","TUCSON Plug-in Hybrid","PHEV",10
2023,"Tulare","Jeep","Grand Cherokee","PHEV",32
2023,"Tulare","Jeep","Wrangler","PHEV",64
2023,"Tulare","Jeep","Wrangler Unlimited","PHEV",1
2023,"Tulare","Kia","EV6","Electric",18
2023,"Tulare","Kia","Niro EV","Electric",6
2023,"Tulare","Kia","Niro Plug-In Hybrid","PHEV",5
2023,"Tulare","Kia","Sorento Plug-In Hybrid","PHEV",1
2023,"Tulare","Kia","Sportage Plug-In Hybrid","PHEV",5
2023,"Tulare","Lexus","NX 450h+","PHEV",6
2023,"Tulare","Lexus","RZ 450e","Electric",1
2023,"Tulare","Lucid","Air","Electric",1
2023,"Tulare","Mazda","CX-90 PHEV","PHEV",7
2023,"Tulare","Mercedes-Benz","EQB","Electric",1
2023,"Tulare","Mercedes-Benz","EQE","Electric",4
2023,"Tulare","Mercedes-Benz","EQS","Electric",6
2023,"Tulare","Mercedes-Benz","GLE","PHEV",1
2023,"Tulare","Mitsubishi","Outlander PHEV","PHEV",1
2023,"Tulare","Nissan","Ariya","Electric",7
2023,"Tulare","Nissan","LEAF","Electric",2
2023,"Tulare","Polestar","2","Electric",1
2023,"Tulare","Porsche","Panamera","PHEV",2
2023,"Tulare","Porsche","Taycan","Electric",1
2023,"Tulare","Rivian","R1S","Electric",10
2023,"Tulare","Rivian","R1T","Electric",6
2023,"Tulare","Tesla","Model 3","Electric",207
2023,"Tulare","Tesla","Model S","Electric",9
2023,"Tulare","Tesla","Model X","Electric",21
2023,"Tulare","Tesla","Model Y","Electric",248
2023,"Tulare","Toyota","Mirai","Hydrogen",1
2023,"Tulare","Toyota","Prius Prime","PHEV",14
2023,"Tulare","Toyota","RAV4 Prime","PHEV",31
2023,"Tulare","Toyota/Subaru","bZ4X/Solterra","Electric",14
2023,"Tulare","VinFast","VF8","Electric",1
2023,"Tulare","Volkswagen","ID.4","Electric",8
2023,"Tulare","Volvo","C40 Recharge","Electric",3
2023,"Tulare","Volvo","XC40 Recharge","Electric",1
2023,"Tulare","Volvo","XC60 Recharge","PHEV",1
2023,"Tulare","Volvo","XC90 Recharge","PHEV",4
2023,"Tuolumne","Audi","e-tron Sportback","Electric",1
2023,"Tuolumne","BMW","5 Series","PHEV",1
2023,"Tuolumne","BMW","X5","PHEV",3
2023,"Tuolumne","BMW","i4","Electric",5
2023,"Tuolumne","BMW","iX","Electric",1
2023,"Tuolumne","Cadillac","LYRIQ","Electric",1
2023,"Tuolumne","Chevrolet","Bolt EUV","Electric",12
2023,"Tuolumne","Chevrolet","Bolt EV","Electric",1
2023,"Tuolumne","Ford","F-150 Lightning","Electric",8
2023,"Tuolumne","Ford","Mustang Mach-E","Electric",4
2023,"Tuolumne","Hyundai","IONIQ 5","Electric",2
2023,"Tuolumne","Hyundai","IONIQ 6","Electric",3
2023,"Tuolumne","Hyundai","KONA Electric","Electric",1
2023,"Tuolumne","Hyundai","SANTA FE Plug-In Hybrid","PHEV",1
2023,"Tuolumne","Hyundai","TUCSON Plug-in Hybrid","PHEV",1
2023,"Tuolumne","Jeep","Grand Cherokee","PHEV",4
2023,"Tuolumne","Jeep","Wrangler","PHEV",10
2023,"Tuolumne","Kia","EV6","Electric",2
2023,"Tuolumne","Kia","Sorento Plug-In Hybrid","PHEV",1
2023,"Tuolumne","Lexus","NX 450h+","PHEV",2
2023,"Tuolumne","Lexus","RZ 450e","Electric",1
2023,"Tuolumne","MINI","Hardtop 2 Door","Electric",1
2023,"Tuolumne","Mazda","CX-90 PHEV","PHEV",3
2023,"Tuolumne","Mercedes-Benz","EQB","Electric",1
2023,"Tuolumne","Mercedes-Benz","EQE","Electric",1
2023,"Tuolumne","Mercedes-Benz","EQS","Electric",1
2023,"Tuolumne","Mitsubishi","Outlander PHEV","PHEV",1
2023,"Tuolumne","Nissan","Ariya","Electric",1
2023,"Tuolumne","Rivian","R1S","Electric",3
2023,"Tuolumne","Rivian","R1T","Electric",7
2023,"Tuolumne","Tesla","Model 3","Electric",22
2023,"Tuolumne","Tesla","Model S","Electric",3
2023,"Tuolumne","Tesla","Model X","Electric",2
2023,"Tuolumne","Tesla","Model Y","Electric",45
2023,"Tuolumne","Toyota","Prius Prime","PHEV",1
2023,"Tuolumne","Toyota","RAV4 Prime","PHEV",8
2023,"Tuolumne","Toyota/Subaru","bZ4X/Solterra","Electric",2
2023,"Tuolumne","Volkswagen","ID.4","Electric",7
2023,"Ventura","Alfa Romeo","Tonale","PHEV",2
2023,"Ventura","Audi","Q4 e-tron","Electric",58
2023,"Ventura","Audi","Q4 e-tron Sportback","Electric",14
2023,"Ventura","Audi","Q5","PHEV",22
2023,"Ventura","Audi","Q8 e-tron","Electric",50
2023,"Ventura","Audi","Q8 e-tron Sportback","Electric",6
2023,"Ventura","Audi","RS e-tron GT","Electric",6
2023,"Ventura","Audi","e-tron","Electric",15
2023,"Ventura","Audi","e-tron GT","Electric",20
2023,"Ventura","Audi","e-tron S","Electric",2
2023,"Ventura","Audi","e-tron Sportback","Electric",9
2023,"Ventura","BMW","3 Series","PHEV",56
2023,"Ventura","BMW","5 Series","PHEV",42
2023,"Ventura","BMW","X5","PHEV",96
2023,"Ventura","BMW","XM","PHEV",50
2023,"Ventura","BMW","i4","Electric",179
2023,"Ventura","BMW","i5","Electric",25
2023,"Ventura","BMW","i7","Electric",35
2023,"Ventura","BMW","iX","Electric",117
2023,"Ventura","Cadillac","LYRIQ","Electric",41
2023,"Ventura","Chevrolet","Blazer EV","Electric",3
2023,"Ventura","Chevrolet","Bolt EUV","Electric",265
2023,"Ventura","Chevrolet","Bolt EV","Electric",96
2023,"Ventura","Chrysler","Pacifica Hybrid","PHEV",17
2023,"Ventura","Chrysler","Pacifica Plug-In Hybrid","PHEV",65
2023,"Ventura","Dodge","Hornet","PHEV",2
2023,"Ventura","Ferrari","296 GTB","PHEV",1
2023,"Ventura","Ferrari","296 GTS","PHEV",1
2023,"Ventura","Ferrari","SF90 Stradale","PHEV",1
2023,"Ventura","Fisker","Ocean","Electric",26
2023,"Ventura","Ford","E-Transit","Electric",18
2023,"Ventura","Ford","Escape Plug-In Hybrid","PHEV",24
2023,"Ventura","Ford","F-150 Lightning","Electric",104
2023,"Ventura","Ford","Mustang Mach-E","Electric",267
2023,"Ventura","GMC","HUMMER EV","Electric",1
2023,"Ventura","Genesis","Electrified G80","Electric",3
2023,"Ventura","Genesis","Electrified GV70","Electric",17
2023,"Ventura","Genesis","GV60","Electric",38
2023,"Ventura","Hyundai","IONIQ 5","Electric",149
2023,"Ventura","Hyundai","IONIQ 6","Electric",74
2023,"Ventura","Hyundai","KONA Electric","Electric",31
2023,"Ventura","Hyundai","NEXO","Hydrogen",4
2023,"Ventura","Hyundai","SANTA FE Plug-In Hybrid","PHEV",17
2023,"Ventura","Hyundai","TUCSON Plug-in Hybrid","PHEV",47
2023,"Ventura","Jaguar","I-PACE","Electric",1
2023,"Ventura","Jeep","Grand Cherokee","PHEV",94
2023,"Ventura","Jeep","Wrangler","PHEV",256
2023,"Ventura","Jeep","Wrangler Unlimited","PHEV",4
2023,"Ventura","Kia","EV6","Electric",87
2023,"Ventura","Kia","EV9","Electric",5
2023,"Ventura","Kia","Niro EV","Electric",53
2023,"Ventura","Kia","Niro Plug-In Hybrid","PHEV",35
2023,"Ventura","Kia","Sorento Plug-In Hybrid","PHEV",20
2023,"Ventura","Kia","Sportage Plug-In Hybrid","PHEV",41
2023,"Ventura","Land Rover","Range Rover","PHEV",1
2023,"Ventura","Lexus","NX 450h+","PHEV",73
2023,"Ventura","Lexus","RX 450h+","PHEV",6
2023,"Ventura","Lexus","RZ 450e","Electric",56
2023,"Ventura","Lincoln","Aviator","PHEV",6
2023,"Ventura","Lincoln","Corsair","PHEV",5
2023,"Ventura","Lucid","Air","Electric",15
2023,"Ventura","MINI","Countryman Plug-in Hybrid","PHEV",3
2023,"Ventura","MINI","Hardtop 2 Door","Electric",20
2023,"Ventura","Mazda","CX-90 PHEV","PHEV",37
2023,"Ventura","Mazda","MX-30 EV","Electric",2
2023,"Ventura","Mercedes-Benz","EQB","Electric",80
2023,"Ventura","Mercedes-Benz","EQE","Electric",87
2023,"Ventura","Mercedes-Benz","EQS","Electric",99
2023,"Ventura","Mercedes-Benz","GLE","PHEV",8
2023,"Ventura","Mercedes-Benz","S-Class","PHEV",4
2023,"Ventura","Mitsubishi","Outlander PHEV","PHEV",12
2023,"Ventura","Nissan","Ariya","Electric",63
2023,"Ventura","Nissan","LEAF","Electric",21
2023,"Ventura","Polestar","2","Electric",11
2023,"Ventura","Porsche","Cayenne","PHEV",9
2023,"Ventura","Porsche","Panamera","PHEV",2
2023,"Ventura","Porsche","Taycan","Electric",59
2023,"Ventura","Rivian","R1S","Electric",160
2023,"Ventura","Rivian","R1T","Electric",68
2023,"Ventura","Subaru","Crosstrek","PHEV",10
2023,"Ventura","Tesla","Cybertruck","Electric",2
2023,"Ventura","Tesla","Model 3","Electric",1691
2023,"Ventura","Tesla","Model S","Electric",130
2023,"Ventura","Tesla","Model X","Electric",203
